sourceTaxonId	sourceTaxonName	sourceTaxonSex	interactionTypeId	interactionTypeName	targetTaxonId	targetTaxonName	localityId	localityName	decimalLatitude	decimalLongitude	observationDateTime	referenceDoi	referenceCitation
EOL:327398	Phyllostomus hastatus		RO:0002470	eats	EOL:29175	Anthurium sp.	GEONAMES:8350640	Centro de Investigaciones Jenaro Herrera	-4.916667	-73.75			Gorchov, D.L., Cornejo, F., Ascorra, C.F. and Jaramillo, M., 1995. Dietary overlap between frugivorous birds and bats in the Peruvian Amazon. Oikos, pp.235-250.
EOL:327863	Artibeus jamaicensis		RO:0002470	eats	EOL:29175	Anthurium sp.	GEONAMES:8350640	Centro de Investigaciones Jenaro Herrera	-4.916667	-73.75			Gorchov, D.L., Cornejo, F., Ascorra, C.F. and Jaramillo, M., 1995. Dietary overlap between frugivorous birds and bats in the Peruvian Amazon. Oikos, pp.235-250.
EOL:4438525	Artibeus gnomus		RO:0002470	eats	EOL:29175	Anthurium sp.	GEONAMES:8350640	Centro de Investigaciones Jenaro Herrera	-4.916667	-73.75			Gorchov, D.L., Cornejo, F., Ascorra, C.F. and Jaramillo, M., 1995. Dietary overlap between frugivorous birds and bats in the Peruvian Amazon. Oikos, pp.235-250.
EOL:327437	Carollia castanea		RO:0002470	eats	EOL:581184	Solanum lanceolatum	GEONAMES:8350640	Centro de Investigaciones Jenaro Herrera	-4.916667	-73.75			Gorchov, D.L., Cornejo, F., Ascorra, C.F. and Jaramillo, M., 1995. Dietary overlap between frugivorous birds and bats in the Peruvian Amazon. Oikos, pp.235-250.
EOL:327436	Carollia brevicauda		RO:0002470	eats	EOL:581184	Solanum lanceolatum	GEONAMES:8350640	Centro de Investigaciones Jenaro Herrera	-4.916667	-73.75			Gorchov, D.L., Cornejo, F., Ascorra, C.F. and Jaramillo, M., 1995. Dietary overlap between frugivorous birds and bats in the Peruvian Amazon. Oikos, pp.235-250.
EOL:327438	Carollia perspicillata		RO:0002470	eats	EOL:581184	Solanum lanceolatum	GEONAMES:8350640	Centro de Investigaciones Jenaro Herrera	-4.916667	-73.75			Gorchov, D.L., Cornejo, F., Ascorra, C.F. and Jaramillo, M., 1995. Dietary overlap between frugivorous birds and bats in the Peruvian Amazon. Oikos, pp.235-250.
EOL:327436	Carollia brevicauda		RO:0002470	eats	EOL:5737058	Gurania acuminata	GEONAMES:8350640	Centro de Investigaciones Jenaro Herrera	-4.916667	-73.75			Gorchov, D.L., Cornejo, F., Ascorra, C.F. and Jaramillo, M., 1995. Dietary overlap between frugivorous birds and bats in the Peruvian Amazon. Oikos, pp.235-250.
EOL:327437	Carollia castanea		RO:0002470	eats	EOL:5737058	Gurania acuminata	GEONAMES:8350640	Centro de Investigaciones Jenaro Herrera	-4.916667	-73.75			Gorchov, D.L., Cornejo, F., Ascorra, C.F. and Jaramillo, M., 1995. Dietary overlap between frugivorous birds and bats in the Peruvian Amazon. Oikos, pp.235-250.
EOL:327442	Rhinophylla pumilio		RO:0002470	eats	EOL:5737058	Gurania acuminata	GEONAMES:8350640	Centro de Investigaciones Jenaro Herrera	-4.916667	-73.75			Gorchov, D.L., Cornejo, F., Ascorra, C.F. and Jaramillo, M., 1995. Dietary overlap between frugivorous birds and bats in the Peruvian Amazon. Oikos, pp.235-250.
EOL:327438	Carollia perspicillata		RO:0002470	eats	EOL:5737058	Gurania acuminata	GEONAMES:8350640	Centro de Investigaciones Jenaro Herrera	-4.916667	-73.75			Gorchov, D.L., Cornejo, F., Ascorra, C.F. and Jaramillo, M., 1995. Dietary overlap between frugivorous birds and bats in the Peruvian Amazon. Oikos, pp.235-250.
EOL:1052891	Tachyphonus surinamus		RO:0002470	eats	EOL:61964	Clusia sp.	GEONAMES:8350640	Centro de Investigaciones Jenaro Herrera	-4.916667	-73.75			Gorchov, D.L., Cornejo, F., Ascorra, C.F. and Jaramillo, M., 1995. Dietary overlap between frugivorous birds and bats in the Peruvian Amazon. Oikos, pp.235-250.
EOL:1052932	Tangara schrankii		RO:0002470	eats	EOL:5719611	Coussapoa sp.	GEONAMES:8350640	Centro de Investigaciones Jenaro Herrera	-4.916667	-73.75			Gorchov, D.L., Cornejo, F., Ascorra, C.F. and Jaramillo, M., 1995. Dietary overlap between frugivorous birds and bats in the Peruvian Amazon. Oikos, pp.235-250.
EOL:327436	Carollia brevicauda		RO:0002470	eats	EOL:486314	Pothomorphe peltata	GEONAMES:8350640	Centro de Investigaciones Jenaro Herrera	-4.916667	-73.75			Gorchov, D.L., Cornejo, F., Ascorra, C.F. and Jaramillo, M., 1995. Dietary overlap between frugivorous birds and bats in the Peruvian Amazon. Oikos, pp.235-250.
EOL:327438	Carollia perspicillata		RO:0002470	eats	EOL:486314	Pothomorphe peltata	GEONAMES:8350640	Centro de Investigaciones Jenaro Herrera	-4.916667	-73.75			Gorchov, D.L., Cornejo, F., Ascorra, C.F. and Jaramillo, M., 1995. Dietary overlap between frugivorous birds and bats in the Peruvian Amazon. Oikos, pp.235-250.
EOL:327359	Artibeus lituratus		RO:0002470	eats	EOL:5719417	Cecropia membranacea	GEONAMES:8350640	Centro de Investigaciones Jenaro Herrera	-4.916667	-73.75			Gorchov, D.L., Cornejo, F., Ascorra, C.F. and Jaramillo, M., 1995. Dietary overlap between frugivorous birds and bats in the Peruvian Amazon. Oikos, pp.235-250.
EOL:327398	Phyllostomus hastatus		RO:0002470	eats	EOL:46242904	Cecropia sciadophylla	GEONAMES:8350640	Centro de Investigaciones Jenaro Herrera	-4.916667	-73.75			Gorchov, D.L., Cornejo, F., Ascorra, C.F. and Jaramillo, M., 1995. Dietary overlap between frugivorous birds and bats in the Peruvian Amazon. Oikos, pp.235-250.
EOL:327863	Artibeus jamaicensis		RO:0002470	eats	EOL:46242904	Cecropia sciadophylla	GEONAMES:8350640	Centro de Investigaciones Jenaro Herrera	-4.916667	-73.75			Gorchov, D.L., Cornejo, F., Ascorra, C.F. and Jaramillo, M., 1995. Dietary overlap between frugivorous birds and bats in the Peruvian Amazon. Oikos, pp.235-250.
EOL:327436	Carollia brevicauda		RO:0002470	eats	EOL:5719417	Cecropia membranacea	GEONAMES:8350640	Centro de Investigaciones Jenaro Herrera	-4.916667	-73.75			Gorchov, D.L., Cornejo, F., Ascorra, C.F. and Jaramillo, M., 1995. Dietary overlap between frugivorous birds and bats in the Peruvian Amazon. Oikos, pp.235-250.
EOL:327437	Carollia castanea		RO:0002470	eats	EOL:5719417	Cecropia membranacea	GEONAMES:8350640	Centro de Investigaciones Jenaro Herrera	-4.916667	-73.75			Gorchov, D.L., Cornejo, F., Ascorra, C.F. and Jaramillo, M., 1995. Dietary overlap between frugivorous birds and bats in the Peruvian Amazon. Oikos, pp.235-250.
EOL:327398	Phyllostomus hastatus		RO:0002470	eats	EOL:5719417	Cecropia membranacea	GEONAMES:8350640	Centro de Investigaciones Jenaro Herrera	-4.916667	-73.75			Gorchov, D.L., Cornejo, F., Ascorra, C.F. and Jaramillo, M., 1995. Dietary overlap between frugivorous birds and bats in the Peruvian Amazon. Oikos, pp.235-250.
EOL:327438	Carollia perspicillata		RO:0002470	eats	EOL:46242904	Cecropia sciadophylla	GEONAMES:8350640	Centro de Investigaciones Jenaro Herrera	-4.916667	-73.75			Gorchov, D.L., Cornejo, F., Ascorra, C.F. and Jaramillo, M., 1995. Dietary overlap between frugivorous birds and bats in the Peruvian Amazon. Oikos, pp.235-250.
EOL:327438	Carollia perspicillata		RO:0002470	eats	EOL:5719417	Cecropia membranacea	GEONAMES:8350640	Centro de Investigaciones Jenaro Herrera	-4.916667	-73.75			Gorchov, D.L., Cornejo, F., Ascorra, C.F. and Jaramillo, M., 1995. Dietary overlap between frugivorous birds and bats in the Peruvian Amazon. Oikos, pp.235-250.
EOL:327436	Carollia brevicauda		RO:0002470	eats	EOL:72513	Vismia sp.	GEONAMES:8350640	Centro de Investigaciones Jenaro Herrera	-4.916667	-73.75			Gorchov, D.L., Cornejo, F., Ascorra, C.F. and Jaramillo, M., 1995. Dietary overlap between frugivorous birds and bats in the Peruvian Amazon. Oikos, pp.235-250.
EOL:327438	Carollia perspicillata		RO:0002470	eats	EOL:72513	Vismia sp.	GEONAMES:8350640	Centro de Investigaciones Jenaro Herrera	-4.916667	-73.75			Gorchov, D.L., Cornejo, F., Ascorra, C.F. and Jaramillo, M., 1995. Dietary overlap between frugivorous birds and bats in the Peruvian Amazon. Oikos, pp.235-250.
EOL:327436	Carollia brevicauda		RO:0002470	eats	EOL:29342	Philodendron sp.	GEONAMES:8350640	Centro de Investigaciones Jenaro Herrera	-4.916667	-73.75			Gorchov, D.L., Cornejo, F., Ascorra, C.F. and Jaramillo, M., 1995. Dietary overlap between frugivorous birds and bats in the Peruvian Amazon. Oikos, pp.235-250.
EOL:327438	Carollia perspicillata		RO:0002470	eats	EOL:29342	Philodendron sp.	GEONAMES:8350640	Centro de Investigaciones Jenaro Herrera	-4.916667	-73.75			Gorchov, D.L., Cornejo, F., Ascorra, C.F. and Jaramillo, M., 1995. Dietary overlap between frugivorous birds and bats in the Peruvian Amazon. Oikos, pp.235-250.
EOL:126980	Sturnira lilium		RO:0002470	eats	EOL:590245	Solanum sp.	GEONAMES:8350640	Centro de Investigaciones Jenaro Herrera	-4.916667	-73.75			Gorchov, D.L., Cornejo, F., Ascorra, C.F. and Jaramillo, M., 1995. Dietary overlap between frugivorous birds and bats in the Peruvian Amazon. Oikos, pp.235-250.
EOL:327436	Carollia brevicauda		RO:0002470	eats	EOL:590245	Solanum sp.	GEONAMES:8350640	Centro de Investigaciones Jenaro Herrera	-4.916667	-73.75			Gorchov, D.L., Cornejo, F., Ascorra, C.F. and Jaramillo, M., 1995. Dietary overlap between frugivorous birds and bats in the Peruvian Amazon. Oikos, pp.235-250.
EOL:327438	Carollia perspicillata		RO:0002470	eats	EOL:590245	Solanum sp.	GEONAMES:8350640	Centro de Investigaciones Jenaro Herrera	-4.916667	-73.75			Gorchov, D.L., Cornejo, F., Ascorra, C.F. and Jaramillo, M., 1995. Dietary overlap between frugivorous birds and bats in the Peruvian Amazon. Oikos, pp.235-250.
EOL:327436	Carollia brevicauda		RO:0002470	eats	EOL:38332	Physalis sp.	GEONAMES:8350640	Centro de Investigaciones Jenaro Herrera	-4.916667	-73.75			Gorchov, D.L., Cornejo, F., Ascorra, C.F. and Jaramillo, M., 1995. Dietary overlap between frugivorous birds and bats in the Peruvian Amazon. Oikos, pp.235-250.
EOL:327436	Carollia brevicauda		RO:0002470	eats	EOL:581180	Solanum jamiacense	GEONAMES:8350640	Centro de Investigaciones Jenaro Herrera	-4.916667	-73.75			Gorchov, D.L., Cornejo, F., Ascorra, C.F. and Jaramillo, M., 1995. Dietary overlap between frugivorous birds and bats in the Peruvian Amazon. Oikos, pp.235-250.
EOL:327436	Carollia brevicauda		RO:0002470	eats	EOL:1082844	Thoracocarpus bissectus	GEONAMES:8350640	Centro de Investigaciones Jenaro Herrera	-4.916667	-73.75			Gorchov, D.L., Cornejo, F., Ascorra, C.F. and Jaramillo, M., 1995. Dietary overlap between frugivorous birds and bats in the Peruvian Amazon. Oikos, pp.235-250.
EOL:1048716	Chlorostilbon aureoventris		http://eol.org/schema/terms/VisitsFlowersOf	visits flowers of	EOL:1125895	Bromelia laciniosa	GEONAMES:3392268	Pernambuco State, northeastern Brazil					Leal, F.C., Lopes, A.V. and Machado, I.C., 2006. Polinização por beija-flores em uma área de caatinga no Município de Floresta, Pernambuco, Nordeste do Brasil. Revista Brasileira de Botânica, 29(3), pp.379-389.
EOL:1048716	Chlorostilbon aureoventris		http://eol.org/schema/terms/VisitsFlowersOf	visits flowers of	EOL:5175673	Melocactus zehntneri	GEONAMES:3392268	Pernambuco State, northeastern Brazil					Leal, F.C., Lopes, A.V. and Machado, I.C., 2006. Polinização por beija-flores em uma área de caatinga no Município de Floresta, Pernambuco, Nordeste do Brasil. Revista Brasileira de Botânica, 29(3), pp.379-389.
EOL:1048716	Chlorostilbon aureoventris		http://eol.org/schema/terms/VisitsFlowersOf	visits flowers of	EOL:229038	Neoglaziovia variegata	GEONAMES:3392268	Pernambuco State, northeastern Brazil					Leal, F.C., Lopes, A.V. and Machado, I.C., 2006. Polinização por beija-flores em uma área de caatinga no Município de Floresta, Pernambuco, Nordeste do Brasil. Revista Brasileira de Botânica, 29(3), pp.379-389.
EOL:1048716	Chlorostilbon aureoventris		http://eol.org/schema/terms/VisitsFlowersOf	visits flowers of	EOL:5177966	Opuntia inamoena	GEONAMES:3392268	Pernambuco State, northeastern Brazil					Leal, F.C., Lopes, A.V. and Machado, I.C., 2006. Polinização por beija-flores em uma área de caatinga no Município de Floresta, Pernambuco, Nordeste do Brasil. Revista Brasileira de Botânica, 29(3), pp.379-389.
EOL:1048716	Chlorostilbon aureoventris		http://eol.org/schema/terms/VisitsFlowersOf	visits flowers of	EOL:5178177	Opuntia palmadora	GEONAMES:3392268	Pernambuco State, northeastern Brazil					Leal, F.C., Lopes, A.V. and Machado, I.C., 2006. Polinização por beija-flores em uma área de caatinga no Município de Floresta, Pernambuco, Nordeste do Brasil. Revista Brasileira de Botânica, 29(3), pp.379-389.
EOL:1048716	Chlorostilbon aureoventris		http://eol.org/schema/terms/VisitsFlowersOf	visits flowers of	EOL:5607293	Psittacanthus bicalyculatus	GEONAMES:3392268	Pernambuco State, northeastern Brazil					Leal, F.C., Lopes, A.V. and Machado, I.C., 2006. Polinização por beija-flores em uma área de caatinga no Município de Floresta, Pernambuco, Nordeste do Brasil. Revista Brasileira de Botânica, 29(3), pp.379-389.
EOL:1048716	Chlorostilbon aureoventris		http://eol.org/schema/terms/VisitsFlowersOf	visits flowers of	EOL:8757368	Ruellia asperula	GEONAMES:3392268	Pernambuco State, northeastern Brazil					Leal, F.C., Lopes, A.V. and Machado, I.C., 2006. Polinização por beija-flores em uma área de caatinga no Município de Floresta, Pernambuco, Nordeste do Brasil. Revista Brasileira de Botânica, 29(3), pp.379-389.
EOL:1048778	Chrysolampis mosquitus		http://eol.org/schema/terms/VisitsFlowersOf	visits flowers of	EOL:1125895	Bromelia laciniosa	GEONAMES:3392268	Pernambuco State, northeastern Brazil					Leal, F.C., Lopes, A.V. and Machado, I.C., 2006. Polinização por beija-flores em uma área de caatinga no Município de Floresta, Pernambuco, Nordeste do Brasil. Revista Brasileira de Botânica, 29(3), pp.379-389.
EOL:1048778	Chrysolampis mosquitus		http://eol.org/schema/terms/VisitsFlowersOf	visits flowers of	EOL:5177966	Opuntia inamoena	GEONAMES:3392268	Pernambuco State, northeastern Brazil					Leal, F.C., Lopes, A.V. and Machado, I.C., 2006. Polinização por beija-flores em uma área de caatinga no Município de Floresta, Pernambuco, Nordeste do Brasil. Revista Brasileira de Botânica, 29(3), pp.379-389.
EOL:1048776	Eupetomena macroura		http://eol.org/schema/terms/VisitsFlowersOf	visits flowers of	EOL:1125895	Bromelia laciniosa	GEONAMES:3392268	Pernambuco State, northeastern Brazil					Leal, F.C., Lopes, A.V. and Machado, I.C., 2006. Polinização por beija-flores em uma área de caatinga no Município de Floresta, Pernambuco, Nordeste do Brasil. Revista Brasileira de Botânica, 29(3), pp.379-389.
EOL:1048776	Eupetomena macroura		http://eol.org/schema/terms/VisitsFlowersOf	visits flowers of	EOL:5175673	Melocactus zehntneri	GEONAMES:3392268	Pernambuco State, northeastern Brazil					Leal, F.C., Lopes, A.V. and Machado, I.C., 2006. Polinização por beija-flores em uma área de caatinga no Município de Floresta, Pernambuco, Nordeste do Brasil. Revista Brasileira de Botânica, 29(3), pp.379-389.
EOL:1048776	Eupetomena macroura		http://eol.org/schema/terms/VisitsFlowersOf	visits flowers of	EOL:5178177	Opuntia palmadora	GEONAMES:3392268	Pernambuco State, northeastern Brazil					Leal, F.C., Lopes, A.V. and Machado, I.C., 2006. Polinização por beija-flores em uma área de caatinga no Município de Floresta, Pernambuco, Nordeste do Brasil. Revista Brasileira de Botânica, 29(3), pp.379-389.
EOL:1048776	Eupetomena macroura		http://eol.org/schema/terms/VisitsFlowersOf	visits flowers of	EOL:5607293	Psittacanthus bicalyculatus	GEONAMES:3392268	Pernambuco State, northeastern Brazil					Leal, F.C., Lopes, A.V. and Machado, I.C., 2006. Polinização por beija-flores em uma área de caatinga no Município de Floresta, Pernambuco, Nordeste do Brasil. Revista Brasileira de Botânica, 29(3), pp.379-389.
EOL:1048728	Heliomaster squamosus		http://eol.org/schema/terms/VisitsFlowersOf	visits flowers of	EOL:1125895	Bromelia laciniosa	GEONAMES:3392268	Pernambuco State, northeastern Brazil					Leal, F.C., Lopes, A.V. and Machado, I.C., 2006. Polinização por beija-flores em uma área de caatinga no Município de Floresta, Pernambuco, Nordeste do Brasil. Revista Brasileira de Botânica, 29(3), pp.379-389.
EOL:1048728	Heliomaster squamosus		http://eol.org/schema/terms/VisitsFlowersOf	visits flowers of	EOL:5177966	Opuntia inamoena	GEONAMES:3392268	Pernambuco State, northeastern Brazil					Leal, F.C., Lopes, A.V. and Machado, I.C., 2006. Polinização por beija-flores em uma área de caatinga no Município de Floresta, Pernambuco, Nordeste do Brasil. Revista Brasileira de Botânica, 29(3), pp.379-389.
EOL:1048728	Heliomaster squamosus		http://eol.org/schema/terms/VisitsFlowersOf	visits flowers of	EOL:5178177	Opuntia palmadora	GEONAMES:3392268	Pernambuco State, northeastern Brazil					Leal, F.C., Lopes, A.V. and Machado, I.C., 2006. Polinização por beija-flores em uma área de caatinga no Município de Floresta, Pernambuco, Nordeste do Brasil. Revista Brasileira de Botânica, 29(3), pp.379-389.
EOL:1048728	Heliomaster squamosus		http://eol.org/schema/terms/VisitsFlowersOf	visits flowers of	EOL:5607293	Psittacanthus bicalyculatus	GEONAMES:3392268	Pernambuco State, northeastern Brazil					Leal, F.C., Lopes, A.V. and Machado, I.C., 2006. Polinização por beija-flores em uma área de caatinga no Município de Floresta, Pernambuco, Nordeste do Brasil. Revista Brasileira de Botânica, 29(3), pp.379-389.
EOL:1048742	Phaethornis eurynome		RO:0002470	eats	EOL:558973	Vriesea jonghei	GEONAMES:6322148	Boraceia, an area of very humid forest in the Sena do Mar, SE Brazil 			1983-11-09/1983-12-15		Snow, D.W. and Snow, B.K., 1986. Feeding ecology of hummingbirds in the Serra do Mar, southeastern Brazil. El hornero, 12(04), pp.286-296.
EOL:1048807	Leucochloris albicollis		RO:0002470	eats	EOL:8758114	Mendoncia coccinea	GEONAMES:6322148	Boraceia, an area of very humid forest in the Sena do Mar, SE Brazil 			1983-11-09/1983-12-15		Snow, D.W. and Snow, B.K., 1986. Feeding ecology of hummingbirds in the Serra do Mar, southeastern Brazil. El hornero, 12(04), pp.286-296.
EOL:1048831	Clytolaema rubricauda	male	RO:0002470	eats	EOL:5465970	Fuchsia regia	GEONAMES:6322148	Boraceia, an area of very humid forest in the Sena do Mar, SE Brazil 			1983-11-09/1983-12-15		Snow, D.W. and Snow, B.K., 1986. Feeding ecology of hummingbirds in the Serra do Mar, southeastern Brazil. El hornero, 12(04), pp.286-296.
EOL:1048742	Phaethornis eurynome		RO:0002470	eats	EOL:1118036	Heliconia velloziana	GEONAMES:6322148	Boraceia, an area of very humid forest in the Sena do Mar, SE Brazil 			1983-11-09/1983-12-15		Snow, D.W. and Snow, B.K., 1986. Feeding ecology of hummingbirds in the Serra do Mar, southeastern Brazil. El hornero, 12(04), pp.286-296.
EOL:1065092	Melanotrochilus fuscus		RO:0002470	eats	EOL:1015114	Phormium tenax	GEONAMES:6322148	Boraceia, an area of very humid forest in the Sena do Mar, SE Brazil 			1983-11-09/1983-12-15		Snow, D.W. and Snow, B.K., 1986. Feeding ecology of hummingbirds in the Serra do Mar, southeastern Brazil. El hornero, 12(04), pp.286-296.
EOL:1048742	Phaethornis eurynome		RO:0002470	eats	EOL:414789	Dahlstedtia pinnata	GEONAMES:6322148	Boraceia, an area of very humid forest in the Sena do Mar, SE Brazil 			1983-11-09/1983-12-15		Snow, D.W. and Snow, B.K., 1986. Feeding ecology of hummingbirds in the Serra do Mar, southeastern Brazil. El hornero, 12(04), pp.286-296.
EOL:1048807	Leucochloris albicollis		RO:0002470	eats	EOL:1085671	Alstroemeria campaniflora	GEONAMES:6322148	Boraceia, an area of very humid forest in the Sena do Mar, SE Brazil 			1983-11-09/1983-12-15		Snow, D.W. and Snow, B.K., 1986. Feeding ecology of hummingbirds in the Serra do Mar, southeastern Brazil. El hornero, 12(04), pp.286-296.
EOL:1048742	Phaethornis eurynome		RO:0002470	eats	EOL:1127126	Aechmea pectinata	GEONAMES:6322148	Boraceia, an area of very humid forest in the Sena do Mar, SE Brazil 			1983-11-09/1983-12-15		Snow, D.W. and Snow, B.K., 1986. Feeding ecology of hummingbirds in the Serra do Mar, southeastern Brazil. El hornero, 12(04), pp.286-296.
EOL:1048742	Phaethornis eurynome		RO:0002470	eats	EOL:1085670	Alstroemeria inodora	GEONAMES:6322148	Boraceia, an area of very humid forest in the Sena do Mar, SE Brazil 			1983-11-09/1983-12-15		Snow, D.W. and Snow, B.K., 1986. Feeding ecology of hummingbirds in the Serra do Mar, southeastern Brazil. El hornero, 12(04), pp.286-296.
EOL:1048668	Amazilia versicolor		RO:0002470	eats	EOL:1085671	Alstroemeria campaniflora	GEONAMES:6322148	Boraceia, an area of very humid forest in the Sena do Mar, SE Brazil 			1983-11-09/1983-12-15		Snow, D.W. and Snow, B.K., 1986. Feeding ecology of hummingbirds in the Serra do Mar, southeastern Brazil. El hornero, 12(04), pp.286-296.
EOL:1048831	Clytolaema rubricauda	male	RO:0002470	eats	EOL:8758114	Mendoncia coccinea	GEONAMES:6322148	Boraceia, an area of very humid forest in the Sena do Mar, SE Brazil 			1983-11-09/1983-12-15		Snow, D.W. and Snow, B.K., 1986. Feeding ecology of hummingbirds in the Serra do Mar, southeastern Brazil. El hornero, 12(04), pp.286-296.
EOL:1048831	Clytolaema rubricauda	female	RO:0002470	eats	EOL:5465970	Fuchsia regia	GEONAMES:6322148	Boraceia, an area of very humid forest in the Sena do Mar, SE Brazil 			1983-11-09/1983-12-15		Snow, D.W. and Snow, B.K., 1986. Feeding ecology of hummingbirds in the Serra do Mar, southeastern Brazil. El hornero, 12(04), pp.286-296.
EOL:1048831	Clytolaema rubricauda	female	RO:0002470	eats	EOL:1118036	Heliconia velloziana	GEONAMES:6322148	Boraceia, an area of very humid forest in the Sena do Mar, SE Brazil 			1983-11-09/1983-12-15		Snow, D.W. and Snow, B.K., 1986. Feeding ecology of hummingbirds in the Serra do Mar, southeastern Brazil. El hornero, 12(04), pp.286-296.
EOL:1048807	Leucochloris albicollis		RO:0002470	eats	EOL:1015114	Phormium tenax	GEONAMES:6322148	Boraceia, an area of very humid forest in the Sena do Mar, SE Brazil 			1983-11-09/1983-12-15		Snow, D.W. and Snow, B.K., 1986. Feeding ecology of hummingbirds in the Serra do Mar, southeastern Brazil. El hornero, 12(04), pp.286-296.
EOL:1048807	Leucochloris albicollis		RO:0002470	eats	EOL:414789	Dahlstedtia pinnata	GEONAMES:6322148	Boraceia, an area of very humid forest in the Sena do Mar, SE Brazil 			1983-11-09/1983-12-15		Snow, D.W. and Snow, B.K., 1986. Feeding ecology of hummingbirds in the Serra do Mar, southeastern Brazil. El hornero, 12(04), pp.286-296.
EOL:1065092	Melanotrochilus fuscus		RO:0002470	eats	EOL:558973	Vriesea jonghei	GEONAMES:6322148	Boraceia, an area of very humid forest in the Sena do Mar, SE Brazil 			1983-11-09/1983-12-15		Snow, D.W. and Snow, B.K., 1986. Feeding ecology of hummingbirds in the Serra do Mar, southeastern Brazil. El hornero, 12(04), pp.286-296.
EOL:1048807	Leucochloris albicollis		RO:0002470	eats	EOL:558973	Vriesea jonghei	GEONAMES:6322148	Boraceia, an area of very humid forest in the Sena do Mar, SE Brazil 			1983-11-09/1983-12-15		Snow, D.W. and Snow, B.K., 1986. Feeding ecology of hummingbirds in the Serra do Mar, southeastern Brazil. El hornero, 12(04), pp.286-296.
EOL:1048831	Clytolaema rubricauda	female	RO:0002470	eats	EOL:8758114	Mendoncia coccinea	GEONAMES:6322148	Boraceia, an area of very humid forest in the Sena do Mar, SE Brazil 			1983-11-09/1983-12-15		Snow, D.W. and Snow, B.K., 1986. Feeding ecology of hummingbirds in the Serra do Mar, southeastern Brazil. El hornero, 12(04), pp.286-296.
EOL:1048831	Clytolaema rubricauda	male	RO:0002470	eats	EOL:1015114	Phormium tenax	GEONAMES:6322148	Boraceia, an area of very humid forest in the Sena do Mar, SE Brazil 			1983-11-09/1983-12-15		Snow, D.W. and Snow, B.K., 1986. Feeding ecology of hummingbirds in the Serra do Mar, southeastern Brazil. El hornero, 12(04), pp.286-296.
EOL:1048797	Thalurania glaucopis	male	RO:0002470	eats	EOL:5465970	Fuchsia regia	GEONAMES:6322148	Boraceia, an area of very humid forest in the Sena do Mar, SE Brazil 			1983-11-09/1983-12-15		Snow, D.W. and Snow, B.K., 1986. Feeding ecology of hummingbirds in the Serra do Mar, southeastern Brazil. El hornero, 12(04), pp.286-296.
EOL:1048797	Thalurania glaucopis	male	RO:0002470	eats	EOL:1118036	Heliconia velloziana	GEONAMES:6322148	Boraceia, an area of very humid forest in the Sena do Mar, SE Brazil 			1983-11-09/1983-12-15		Snow, D.W. and Snow, B.K., 1986. Feeding ecology of hummingbirds in the Serra do Mar, southeastern Brazil. El hornero, 12(04), pp.286-296.
EOL:1048831	Clytolaema rubricauda	female	RO:0002470	eats	EOL:414789	Dahlstedtia pinnata	GEONAMES:6322148	Boraceia, an area of very humid forest in the Sena do Mar, SE Brazil 			1983-11-09/1983-12-15		Snow, D.W. and Snow, B.K., 1986. Feeding ecology of hummingbirds in the Serra do Mar, southeastern Brazil. El hornero, 12(04), pp.286-296.
EOL:1048668	Amazilia versicolor		RO:0002470	eats	EOL:558973	Vriesea jonghei	GEONAMES:6322148	Boraceia, an area of very humid forest in the Sena do Mar, SE Brazil 			1983-11-09/1983-12-15		Snow, D.W. and Snow, B.K., 1986. Feeding ecology of hummingbirds in the Serra do Mar, southeastern Brazil. El hornero, 12(04), pp.286-296.
EOL:1048797	Thalurania glaucopis	male	RO:0002470	eats	EOL:414789	Dahlstedtia pinnata	GEONAMES:6322148	Boraceia, an area of very humid forest in the Sena do Mar, SE Brazil 			1983-11-09/1983-12-15		Snow, D.W. and Snow, B.K., 1986. Feeding ecology of hummingbirds in the Serra do Mar, southeastern Brazil. El hornero, 12(04), pp.286-296.
EOL:1048797	Thalurania glaucopis	female	RO:0002470	eats	EOL:8758114	Mendoncia coccinea	GEONAMES:6322148	Boraceia, an area of very humid forest in the Sena do Mar, SE Brazil 			1983-11-09/1983-12-15		Snow, D.W. and Snow, B.K., 1986. Feeding ecology of hummingbirds in the Serra do Mar, southeastern Brazil. El hornero, 12(04), pp.286-296.
EOL:1048797	Thalurania glaucopis	female	RO:0002470	eats	EOL:1015114	Phormium tenax	GEONAMES:6322148	Boraceia, an area of very humid forest in the Sena do Mar, SE Brazil 			1983-11-09/1983-12-15		Snow, D.W. and Snow, B.K., 1986. Feeding ecology of hummingbirds in the Serra do Mar, southeastern Brazil. El hornero, 12(04), pp.286-296.
EOL:1048797	Thalurania glaucopis	female	RO:0002470	eats	EOL:5465970	Fuchsia regia	GEONAMES:6322148	Boraceia, an area of very humid forest in the Sena do Mar, SE Brazil 			1983-11-09/1983-12-15		Snow, D.W. and Snow, B.K., 1986. Feeding ecology of hummingbirds in the Serra do Mar, southeastern Brazil. El hornero, 12(04), pp.286-296.
EOL:1048797	Thalurania glaucopis	female	RO:0002470	eats	EOL:1118036	Heliconia velloziana	GEONAMES:6322148	Boraceia, an area of very humid forest in the Sena do Mar, SE Brazil 			1983-11-09/1983-12-15		Snow, D.W. and Snow, B.K., 1986. Feeding ecology of hummingbirds in the Serra do Mar, southeastern Brazil. El hornero, 12(04), pp.286-296.
